Date,PlayerNo.,Name,CashBuilder,Chaser,LowerOffer,HigherOffer,ChosenOffer,HTHResult,FC CorrectAnswers,FC Winner,Amount WonBy Player,bgc,Series
19/10/2018,P3,Bev,"£5,000",Shaun Wallace,"£1,000","£45,000","£5,000 =",Caught -4,,Chaser by 0:26,£0,,12
19/10/2018,P4,Amjid,"£5,000",Shaun Wallace,"£1,000","£67,000","£5,000 =",Home +1,5 (team 2),Chaser by 0:26,£0,C,12
22/10/2018,P1,Nathan,"£6,000",Jenny Ryan,£600,"£26,000","£6,000 =",Home +2,11 (team 3),Team by 8,"£3,667",T,12
22/10/2018,P2,Glenda,"£1,000",Jenny Ryan,£100,"£20,000","£1,000 =",Home +3,3 (team 3),Team by 8,"£3,667",T,12
22/10/2018,P3,Jo,"£4,000",Jenny Ryan,"£1,000","£40,000","£4,000 =",Home +2,7 (team 3),Team by 8,"£3,667",T,12
22/10/2018,P4,Greg,"£5,000",Jenny Ryan,"-£3,000","£64,000","£5,000 =",Caught -1,,Team by 8,£0,,12
23/10/2018,P1,Josh,"£6,000",Anne Hegerty,"£1,000","£24,000","£6,000 =",Caught -2,,Chaser by 0:19,£0,,12
23/10/2018,P2,Conal,"£6,000",Anne Hegerty,"£1,000","£30,000","£30,000 /\",Caught -5,,Chaser by 0:19,£0,,12
23/10/2018,P3,Marjorie,"£4,000",Anne Hegerty,"£1,000","£40,000","£4,000 =",Home +2,4 (team 2),Chaser by 0:19,£0,C,12
23/10/2018,P4,Sarah-Jane,"£6,000",Anne Hegerty,"£1,000","£66,000","£6,000 =",Home +4,12 (team 2),Chaser by 0:19,£0,C,12
24/10/2018,P1,Christopher,"£6,000",Shaun Wallace,"£1,000","£24,000","£6,000 =",Caught -1,,Chaser by 0:45,£0,,12
24/10/2018,P2,Olivia,"£5,000",Shaun Wallace,"£1,000","£30,000","£5,000 =",Caught -4,,Chaser by 0:45,£0,,12
24/10/2018,P3,Louise,"£6,000",Shaun Wallace,"£1,000","£40,000","£6,000 =",Home +3,5 (team 2),Chaser by 0:45,£0,C,12
24/10/2018,P4,Lee,"£4,000",Shaun Wallace,"-£1,000","£54,000","£4,000 =",Home +1,7 (team 2),Chaser by 0:45,£0,C,12
25/10/2018,P1,Jenni,"£6,000",Mark Labbett,£600,"£22,000","£6,000 =",Caught -4,,Team by 8,£0,,12
25/10/2018,P2,Hamish,"£5,000",Mark Labbett,"£1,000","£30,000","£5,000 =",Home +4,11 (team 3),Team by 8,"£6,667",T,12
25/10/2018,P3,Francesca,"£7,000",Mark Labbett,"£2,000","£45,000","£7,000 =",Home +2,0 (team 3),Team by 8,"£6,667",T,12
25/10/2018,P4,Mark,"£8,000",Mark Labbett,"-£1,000","£58,000","£8,000 =",Home +3,6 (team 3),Team by 8,"£6,667",T,12
26/10/2018,P1,Stuart,"£9,000",Paul Sinha,"£3,000","£30,000","£9,000 =",Home +1,7 (team 3),Chaser by 0:42,£0,C,12
26/10/2018,P2,Laura,"£4,000",Paul Sinha,£400,"£40,000","£4,000 =",Home +4,2 (team 3),Chaser by 0:42,£0,C,12
26/10/2018,P3,Steph,"£6,000",Paul Sinha,"£2,012","£50,000","£6,000 =",Caught -2,,Chaser by 0:42,£0,,12
26/10/2018,P4,Jay,"£4,000",Paul Sinha,"-£1,000","£62,000","£4,000 =",Home +1,2 (team 3),Chaser by 0:42,£0,C,12
29/10/2018,P1,Deb,"£5,000",Paul Sinha,"£1,000","£20,000","£20,000 /\",Caught -5,,Team by 4,£0,,12
29/10/2018,P2,Martin,"£6,000",Paul Sinha,"£1,000","£36,000","£6,000 =",Home +2,4 (team 3),Team by 4,"£6,333",T,12
29/10/2018,P3,Sam,"£7,000",Paul Sinha,"£2,000","£45,000","£7,000 =",Home +3,2 (team 3),Team by 4,"£6,333",T,12
29/10/2018,P4,Cath,"£6,000",Paul Sinha,"-£1,000","£47,000","£6,000 =",Home +3,10 (team 3),Team by 4,"£6,333",T,12
30/10/2018,P1,Bill,"£4,000",Shaun Wallace,£400,"£24,000","£4,000 =",Home +1,12 (solo),Chaser by 0:53,£0,C,12
30/10/2018,P2,Lesley,"£2,000",Shaun Wallace,£200,"£30,000","£2,000 =",Caught -5,,Chaser by 0:53,£0,,12
30/10/2018,P3,Alastair,"£4,000",Shaun Wallace,"£1,000","£40,000","£4,000 =",Caught -2,,Chaser by 0:53,£0,,12
30/10/2018,P4,Josephine,"£2,000",Shaun Wallace,"£1,000","£56,000","£1,000 \/",Caught -1,,Chaser by 0:53,£0,,12
31/10/2018,P1,Bekki,"£5,000",Anne Hegerty,"£1,000","£25,000","£5,000 =",Caught -2,,Chaser by 0:34,£0,,12
31/10/2018,P2,Liam,"£5,000",Anne Hegerty,"£1,000","£35,000","£5,000 =",Home +3,8 (team 2),Chaser by 0:34,£0,C,12
31/10/2018,P3,Sonya,"£5,000",Anne Hegerty,"£1,000","£45,000","£5,000 =",Home +1,4 (team 2),Chaser by 0:34,£0,C,12
31/10/2018,P4,Paul,"£7,000",Anne Hegerty,"-£1,000","£50,000","£7,000 =",Caught -4,,Chaser by 0:34,£0,,12
01/11/2018,P1,Lorraine,"£7,000",Mark Labbett,"£1,000","£30,000","£7,000 =",Home +2,9 (team 2),Chaser by 0:28,£0,C,12
01/11/2018,P2,Keisha,"£3,000",Mark Labbett,"£1,000","£33,000","£3,000 =",Home +2,1 (team 2),Chaser by 0:28,£0,C,12
01/11/2018,P3,Stu,"£7,000",Mark Labbett,"-£1,000","£40,000","£7,000 =",Caught -1,,Chaser by 0:28,£0,,12
01/11/2018,P4,Keith,"£6,000",Mark Labbett,"-£2,000","£50,000","£50,000 /\",Caught -5,,Chaser by 0:28,£0,,12
02/11/2018,P1,Miriam,"£6,000",Jenny Ryan,"£1,000","£26,000","£6,000 =",Caught -4,,Team by 2,£0,,12
02/11/2018,P2,Simon,"£7,000",Jenny Ryan,"£2,000","£35,000","£7,000 =",Home +2,6 (team 2),Team by 2,"£7,500",T,12
02/11/2018,P3,Anna,"£3,000",Jenny Ryan,"-£1,000","£43,000","£3,000 =",Caught -5,,Team by 2,£0,,12
02/11/2018,P4,Christopher,"£8,000",Jenny Ryan,"-£2,000","£63,000","£8,000 =",Home +2,10 (team 2),Team by 2,"£7,500",T,12
05/11/2018,P1,Jenni,"£6,000",Shaun Wallace,£600,"£26,000","£6,000 =",Home +3,4 (team 3),Chaser by 0:58,£0,C,12
05/11/2018,P2,Steve,"£6,000",Shaun Wallace,"£1,000","£36,000","£6,000 =",Home +2,2 (team 3),Chaser by 0:58,£0,C,12
05/11/2018,P3,Joe,"£4,000",Shaun Wallace,"-£2,000","£45,000","£4,000 =",Caught -4,,Chaser by 0:58,£0,,12
05/11/2018,P4,Tracy,"£5,000",Shaun Wallace,"-£3,000","£58,000","£5,000 =",Home +1,2 (team 3),Chaser by 0:58,£0,C,12
06/11/2018,P1,Andrea,"£5,000",Jenny Ryan,£500,"£25,000","£5,000 =",Home +3,5 (team 3),Chaser by 0:31,£0,C,12
06/11/2018,P2,James,"£4,000",Jenny Ryan,"£1,000","£30,000","£4,000 =",Home +3,9 (team 3),Chaser by 0:31,£0,C,12
06/11/2018,P3,Mo,"£5,000",Jenny Ryan,"-£1,000","£50,000","£5,000 =",Home +2,0 (team 3),Chaser by 0:31,£0,C,12
06/11/2018,P4,Michael,"£6,000",Jenny Ryan,"-£6,000","£66,000","£6,000 =",Caught -3,,Chaser by 0:31,£0,,12
07/11/2018,P1,Emma,"£5,000",Anne Hegerty,£500,"£25,000","£5,000 =",Home +1,3 (team 3),Chaser by 0:24,£0,C,12
07/11/2018,P2,Scott,"£9,000",Anne Hegerty,"£3,000","£40,000","£9,000 =",Home +2,8 (team 3),Chaser by 0:24,£0,C,12
07/11/2018,P3,Laura,"£5,000",Anne Hegerty,"-£2,000","£46,000","£5,000 =",Home +1,1 (team 3),Chaser by 0:24,£0,C,12
07/11/2018,P4,Alan,"£3,000",Anne Hegerty,"-£3,000","£61,000","£61,000 /\",Caught -4,,Chaser by 0:24,£0,,12
08/11/2018,P1,Peter,"£6,000",Paul Sinha,£600,"£26,000","£6,000 =",Caught -5,,Team by 1,"£1,000",T,12
08/11/2018,P2,Kathryn,"£6,000",Paul Sinha,£600,"£36,000","£6,000 =",Caught -3,,Team by 1,"£1,000",T,12
08/11/2018,P3,Zoe,"£4,000",Paul Sinha,"£1,000","£40,000","£4,000 =",Caught -1,,Team by 1,"£1,000",T,12
08/11/2018,P4,Chris,"£7,000",Paul Sinha,"£2,000","£70,000","£70,000 /\",Caught -1,17 (solo ✝),Team by 1,"£1,000",T,12
09/11/2018,P1,Ant,"£5,000",Mark Labbett,"£1,000","£20,000","£5,000 =",Home +2,1 (team 3),Chaser by 0:03,£0,C,12
09/11/2018,P2,Gill,"£6,000",Mark Labbett,"£1,000","£26,000","£6,000 =",Home +2,2 (team 3),Chaser by 0:03,£0,C,12
09/11/2018,P3,Marianna,"£3,000",Mark Labbett,"-£2,000","£36,000","£3,000 =",Caught -1,,Chaser by 0:03,£0,,12
09/11/2018,P4,Sean,"£9,000",Mark Labbett,"£1,000","£49,000","£9,000 =",Home +4,13 (team 3),Chaser by 0:03,£0,C,12
12/11/2018,P1,Lisa,"£6,000",Anne Hegerty,£600,"£26,000","£6,000 =",Caught -2,,Chaser by 0:46,£0,,12
12/11/2018,P2,Amber,"£3,000",Anne Hegerty,"£1,000","£30,000","£3,000 =",Caught -2,,Chaser by 0:46,£0,,12
12/11/2018,P3,David,"£4,000",Anne Hegerty,"£1,000","£40,000","£40,000 /\",Caught -6,,Chaser by 0:46,£0,,12
12/11/2018,P4,Jamie,"£6,000",Anne Hegerty,£600,"£60,000","£6,000 =",Home +4,10 (solo),Chaser by 0:46,£0,C,12
13/11/2018,P1,Dan,"£6,000",Mark Labbett,£50,"£24,000","£6,000 =",Home +2,8 (team 2),Chaser by 0:39,£0,C,12
13/11/2018,P2,Immaculate,"£2,000",Mark Labbett,£2,"£32,000","£2,000 =",Home +1,3 (team 2),Chaser by 0:39,£0,C,12
13/11/2018,P3,Alec,"£5,000",Mark Labbett,"£1,000","£38,000","£38,000 /\",Caught -2,,Chaser by 0:39,£0,,12
13/11/2018,P4,Fiona,"£4,000",Mark Labbett,"-£2,000","£52,000","£52,000 /\",Caught -5,,Chaser by 0:39,£0,,12
14/11/2018,P1,Sandy,"£4,000",Shaun Wallace,"£1,000","£20,000","£20,000 /\",Home +1,2 (team 4),Chaser by 0:33,£0,C,12
14/11/2018,P2,Coral,"£1,000",Shaun Wallace,£100,"£30,000",£100 \/,Home +1,2 (team 4),Chaser by 0:33,£0,C,12
14/11/2018,P3,Cliff,"£6,000",Shaun Wallace,-£100,"£36,000","£6,000 =",Home +2,4 (team 4),Chaser by 0:33,£0,C,12
14/11/2018,P4,Shelley,"£5,000",Shaun Wallace,"-£2,000","£44,000","£5,000 =",Home +1,2 (team 4),Chaser by 0:33,£0,C,12
15/11/2018,P1,Jamie,"£8,000",Paul Sinha,"£1,000","£30,000","£8,000 =",Home +4,11 (team 2),Chaser by 0:25,£0,C,12
15/11/2018,P2,Pat,"£4,000",Paul Sinha,£400,"£40,000","£4,000 =",Home +2,4 (team 2),Chaser by 0:25,£0,C,12
15/11/2018,P3,Alex,"£5,000",Paul Sinha,"-£2,000","£50,000","£5,000 =",Caught -4,,Chaser by 0:25,£0,,12
15/11/2018,P4,Cathy,"£4,000",Paul Sinha,"-£3,000","£58,000","£4,000 =",Caught -2,,Chaser by 0:25,£0,,12
16/11/2018,P1,George,"£3,000",Jenny Ryan,£800,"£23,000","£23,000 /\",Caught -1,,Chaser by 1:02,£0,,12
16/11/2018,P2,Naomi,"£7,000",Jenny Ryan,"£1,000","£35,000","£7,000 =",Caught -3,,Chaser by 1:02,£0,,12
16/11/2018,P3,Maurice,"£4,000",Jenny Ryan,£400,"£40,000","£4,000 =",Home +3,8 (solo),Chaser by 1:02,£0,C,12
16/11/2018,P4,Bethan,"£4,000",Jenny Ryan,"£1,000","£56,000","£1,000 \/",Caught -1,,Chaser by 1:02,£0,,12
19/11/2018,P1,Darren,"£5,000",Jenny Ryan,"£1,000","£25,000","£5,000 =",Home +1,8 (team 3),Chaser by 0:08,£0,C,12
19/11/2018,P2,David,"£6,000",Jenny Ryan,"£1,000","£32,000","£6,000 =",Caught -1,,Chaser by 0:08,£0,,12
19/11/2018,P3,Mayanka,"£5,000",Jenny Ryan,"-£1,000","£40,000","£5,000 =",Home +1,2 (team 3),Chaser by 0:08,£0,C,12
19/11/2018,P4,Kate,"£3,000",Jenny Ryan,"£1,000","£50,000","£50,000 /\",Home +1,3 (team 3),Chaser by 0:08,£0,C,12
20/11/2018,P1,Kay,"£6,000",Paul Sinha,"£1,000","£26,000","£6,000 =",Caught -2,,Chaser by 1:15,£0,,12
20/11/2018,P2,Peter,"£2,000",Paul Sinha,"£1,000","£35,000","£2,000 =",Caught -5,,Chaser by 1:15,£0,,12
20/11/2018,P3,Gervaise,"£3,000",Paul Sinha,"£1,000","£45,000","£1,000 \/",Home +1,5 (solo),Chaser by 1:15,£0,C,12
20/11/2018,P4,Vicki,"£5,000",Paul Sinha,"£1,000","£79,000","£5,000 =",Caught -4,,Chaser by 1:15,£0,,12
21/11/2018,P1,Terry,"£2,000",Mark Labbett,£200,"£16,000","£2,000 =",Home +2,6 (team 3),Chaser by 0:21,£0,C,12
21/11/2018,P2,Diana,"£2,000",Mark Labbett,£200,"£22,000","£2,000 =",Caught -3,,Chaser by 0:21,£0,,12
21/11/2018,P3,Graham,"£5,000",Mark Labbett,"£1,000","£28,000","£5,000 =",Home +3,3 (team 3),Chaser by 0:21,£0,C,12
21/11/2018,P4,Beth,"£6,000",Mark Labbett,"-£1,000","£43,000","£43,000 /\",Home +4,7 (team 3),Chaser by 0:21,£0,C,12
22/11/2018,P1,Sam,"£6,000",Shaun Wallace,£600,"£26,000","£6,000 =",Home +3,2 (team 3),Chaser by 0:21,£0,C,12
22/11/2018,P2,Michael,"£3,000",Shaun Wallace,"£1,000","£33,000","£3,000 =",Caught -5,,Chaser by 0:21,£0,,12
22/11/2018,P3,Ashley,"£6,000",Shaun Wallace,"£1,000","£50,000","£6,000 =",Home +1,4 (team 3),Chaser by 0:21,£0,C,12
22/11/2018,P4,Hilary,"£4,000",Shaun Wallace,"-£3,000","£58,000","£4,000 =",Home +3,3 (team 3),Chaser by 0:21,£0,C,12
23/11/2018,P1,Ray,"£8,000",Anne Hegerty,"£1,000","£24,000","£8,000 =",Home +3,7 (team 4),Team by 1,"£6,000",T,12
23/11/2018,P2,Alessandro,"£7,000",Anne Hegerty,"£1,000","£33,000","£7,000 =",Home +2,4 (team 4),Team by 1,"£6,000",T,12
23/11/2018,P3,Jane,"£4,000",Anne Hegerty,"-£1,000","£40,000","£4,000 =",Home +1,0 (team 4),Team by 1,"£6,000",T,12
23/11/2018,P4,Katie,"£5,000",Anne Hegerty,"-£3,000","£61,000","£5,000 =",Home +1,7 (team 4),Team by 1,"£6,000",T,12
26/11/2018,P1,Jamie,"£7,000",Shaun Wallace,"£1,000","£21,000","£7,000 =",Caught -5,,Chaser by 1:15,£0,,12
26/11/2018,P2,Leanne,"£2,000",Shaun Wallace,"£1,000","£25,000","£2,000 =",Home +2,7 (solo),Chaser by 1:15,£0,C,12
26/11/2018,P3,Claire,"£6,000",Shaun Wallace,"£1,000","£36,000","£6,000 =",Caught -4,,Chaser by 1:15,£0,,12
26/11/2018,P4,Terence,"£2,000",Shaun Wallace,"£1,000","£48,000","£48,000 /\",Caught -2,,Chaser by 1:15,£0,,12
27/11/2018,P1,Phil,"£7,000",Anne Hegerty,"£2,000","£30,000","£7,000 =",Home +1,6 (team 3),Chaser by 0:01,£0,C,12
27/11/2018,P2,Roddy,"£3,000",Anne Hegerty,"£1,000","£40,000","£3,000 =",Home +3,3 (team 3),Chaser by 0:01,£0,C,12
27/11/2018,P3,Ellie,"£3,000",Anne Hegerty,"-£1,000","£55,000","£3,000 =",Caught -3,,Chaser by 0:01,£0,,12
27/11/2018,P4,Jan,"£6,000",Anne Hegerty,"-£1,000","£80,000","£6,000 =",Home +3,6 (team 3),Chaser by 0:01,£0,C,12
28/11/2018,P1,Bennett,"£1,000",Paul Sinha,£1,"£20,000","£1,000 =",Home +2,7 (solo),Chaser by 1:20,£0,C,12
28/11/2018,P2,Amisha,"£6,000",Paul Sinha,"£1,000","£26,000","£6,000 =",Caught -5,,Chaser by 1:20,£0,,12
28/11/2018,P3,Austin,"£7,000",Paul Sinha,"£2,000","£37,000","£7,000 =",Caught -1,,Chaser by 1:20,£0,,12
28/11/2018,P4,Jane,"£4,000",Paul Sinha,"£1,000","£59,000","£59,000 /\",Caught -3,,Chaser by 1:20,£0,,12
29/11/2018,P1,Steve,"£6,000",Jenny Ryan,"£1,000","£24,000","£6,000 =",Caught -4,15 (solo ✝),Chaser by 0:10,£0,C,12
29/11/2018,P2,Shivani,"£4,000",Jenny Ryan,"£1,000","£30,000","£4,000 =",Caught -3,,Chaser by 0:10,£0,C,12
29/11/2018,P3,Andy,"£5,000",Jenny Ryan,"£1,000","£35,000","£35,000 /\",Caught -5,,Chaser by 0:10,£0,C,12
29/11/2018,P4,Joyce,"£4,000",Jenny Ryan,"£1,000","£75,000","£4,000 =",Caught -1,,Chaser by 0:10,£0,C,12
30/11/2018,P1,Ali,"£7,000",Mark Labbett,"£1,000","£30,000","£7,000 =",Home +1,6 (team 2),Team by 1,"£6,500",T,12
30/11/2018,P2,Max,"£7,000",Mark Labbett,"£2,000","£35,000","£7,000 =",Caught -2,,Team by 1,£0,,12
30/11/2018,P3,Ravi,"£5,000",Mark Labbett,"£1,000","£40,000","£40,000 /\",Caught -4,,Team by 1,£0,,12
30/11/2018,P4,Sharon,"£6,000",Mark Labbett,"-£1,000","£53,000","£6,000 =",Home +1,9 (team 2),Team by 1,"£6,500",T,12
03/12/2018,P1,Ed,"£5,000",Paul Sinha,"£1,000","£30,000","£30,000 /\",Caught -2,,Chaser by 0:26,£0,,12
03/12/2018,P2,Brenda,"£3,000",Paul Sinha,"£1,000","£40,000","£3,000 =",Home +1,1 (team 2),Chaser by 0:26,£0,C,12
03/12/2018,P3,Jane,"£7,000",Paul Sinha,"£1,000","£50,000","£7,000 =",Caught -2,,Chaser by 0:26,£0,,12
03/12/2018,P4,Stuart,"£6,000",Paul Sinha,"£1,000","£67,000","£6,000 =",Home +4,13 (team 2),Chaser by 0:26,£0,C,12
04/12/2018,P1,Rob,"£4,000",Anne Hegerty,£400,"£20,000","£20,000 /\",Home +1,3 (team 4),Chaser by 0:08,£0,C,12
04/12/2018,P2,Clare,"£5,000",Anne Hegerty,"£1,000","£25,000","£5,000 =",Home +3,5 (team 4),Chaser by 0:08,£0,C,12
04/12/2018,P3,Ben,"£4,000",Anne Hegerty,"-£3,000","£30,000","£4,000 =",Home +3,0 (team 4),Chaser by 0:08,£0,C,12
04/12/2018,P4,Lisa,"£1,000",Anne Hegerty,"-£5,000","£41,000","£1,000 =",Home +3,5 (team 4),Chaser by 0:08,£0,C,12
05/12/2018,P1,Michael,"£6,000",Shaun Wallace,"£1,000","£18,000","£1,000 \/",Home +4,6 (team 4),Team by 5,"£10,000",T,12
05/12/2018,P2,Lee,"£4,000",Shaun Wallace,£400,"£24,000","£4,000 =",Home +4,4 (team 4),Team by 5,"£10,000",T,12
05/12/2018,P3,Debby,"£2,000",Shaun Wallace,"-£1,000","£20,000","£2,000 =",Home +2,0 (team 4),Team by 5,"£10,000",T,12
05/12/2018,P4,Hannah,"£4,000",Shaun Wallace,"-£1,000","£33,000","£33,000 /\",Home +1,0 (team 4),Team by 5,"£10,000",T,12
06/12/2018,P1,Callum,"£5,000",Jenny Ryan,"£1,000","£25,000","£5,000 =",Home +4,4 (team 2),Chaser by 0:40,£0,C,12
06/12/2018,P2,Sharon,"£5,000",Jenny Ryan,£500,"£35,000","£5,000 =",Caught -3,,Chaser by 0:40,£0,,12
06/12/2018,P3,Louisa,"£5,000",Jenny Ryan,"£1,000","£40,000","£5,000 =",Home +2,8 (team 2),Chaser by 0:40,£0,C,12
06/12/2018,P4,Jim,"£3,000",Jenny Ryan,"-£1,000","£50,000","-£1,000 \/",Caught -3,,Chaser by 0:40,£0,,12
07/12/2018,P1,Duncan,"£9,000",Mark Labbett,"£2,000","£30,000","£9,000 =",Home +1,7 (team 3),Chaser by 0:08,£0,C,12
07/12/2018,P2,Hayley,"£2,000",Mark Labbett,£200,"£20,000",£200 \/,Home +1,0 (team 3),Chaser by 0:08,£0,C,12
07/12/2018,P3,Zahan,"£1,000",Mark Labbett,-£200,"£30,000","£1,000 =",Caught -2,,Chaser by 0:08,£0,,12
07/12/2018,P4,Kate,"£5,000",Mark Labbett,£800,"£40,800","£5,000 =",Home +2,4 (team 3),Chaser by 0:08,£0,C,12
01/01/2019,P1,Michael,"£6,000",Shaun Wallace,£600,"£26,000","£6,000 =",Home +1,7 (team 4),Team by 3,"£4,750",T,12
01/01/2019,P2,Chloe,"£4,000",Shaun Wallace,"£1,000","£34,000","£4,000 =",Home +4,2 (team 4),Team by 3,"£4,750",T,12
01/01/2019,P3,Jenny,"£4,000",Shaun Wallace,£400,"£40,000","£4,000 =",Home +2,4 (team 4),Team by 3,"£4,750",T,12
01/01/2019,P4,Balraj,"£5,000",Shaun Wallace,"£1,000","£46,000","£5,000 =",Home +3,2 (team 4),Team by 3,"£4,750",T,12
02/01/2019,P1,Bex,"£2,000",Jenny Ryan,£200,"£22,000","£2,000 =",Caught -2,,Chaser by 0:39,£0,,12
02/01/2019,P2,Joe,"£4,000",Jenny Ryan,"£1,000","£30,000","£4,000 =",Caught -3,,Chaser by 0:39,£0,,12
02/01/2019,P3,Len,"£4,000",Jenny Ryan,"£1,000","£40,000","£4,000 =",Home +1,0 (team 2),Chaser by 0:39,£0,C,12
02/01/2019,P4,Sarah,"£4,000",Jenny Ryan,"£1,000","£56,000","£4,000 =",Home +1,13 (team 2),Chaser by 0:39,£0,C,12
03/01/2019,P1,Barry,"£5,000",Anne Hegerty,"£1,000","£23,000","£5,000 =",Caught -3,,Chaser by 0:24,£0,,12
03/01/2019,P2,Heidi,"£2,000",Anne Hegerty,£200,"£20,000","£2,000 =",Home +2,1 (team 3),Chaser by 0:24,£0,C,12
03/01/2019,P3,Jenny,"£4,000",Anne Hegerty,"£1,000","£30,000","£4,000 =",Home +2,4 (team 3),Chaser by 0:24,£0,C,12
03/01/2019,P4,David,"£6,000",Anne Hegerty,"-£1,000","£39,000","£6,000 =",Home +2,11 (team 3),Chaser by 0:24,£0,C,12
04/01/2019,P1,Jacqui,"£9,000",Mark Labbett,"£2,000","£30,000","£9,000 =",Home +1,5 (team 4),Chaser by 0:17,£0,C,12
04/01/2019,P2,Steve,"£4,000",Mark Labbett,"£1,000","£20,000","£4,000 =",Home +3,8 (team 4),Chaser by 0:17,£0,C,12
04/01/2019,P3,Annie,"£5,000",Mark Labbett,"-£1,000","£35,000","£5,000 =",Home +1,1 (team 4),Chaser by 0:17,£0,C,12
04/01/2019,P4,Suzanne,"£7,000",Mark Labbett,"-£4,000","£42,000","£7,000 =",Home +2,1 (team 4),Chaser by 0:17,£0,C,12
07/01/2019,P1,Sumati,"£6,000",Paul Sinha,£600,"£24,000","£24,000 /\",Caught -4,,Chaser by 0:04,£0,,12
07/01/2019,P2,Steph,"£7,000",Paul Sinha,"£1,000","£28,000","£28,000 /\",Caught -2,,Chaser by 0:04,£0,,12
07/01/2019,P3,Dominic,"£5,000",Paul Sinha,"£1,000","£35,000","£5,000 =",Caught -1,,Chaser by 0:04,£0,,12
07/01/2019,P4,Jamie,"£6,000",Paul Sinha,"£2,000","£60,000","£2,000 \/",Home +4,16 (solo),Chaser by 0:04,£0,C,12
08/01/2019,P1,Maggie,"£3,000",Shaun Wallace,£300,"£18,000","£3,000 =",Home +4,4 (team 3),Chaser by 0:31,£0,C,12
08/01/2019,P2,Ade,"£4,000",Shaun Wallace,£400,"£24,000","£4,000 =",Home +1,4 (team 3),Chaser by 0:31,£0,C,12
08/01/2019,P3,Rachael,"£3,000",Shaun Wallace,"£1,000","£30,000","£3,000 =",Home +1,1 (team 3),Chaser by 0:31,£0,C,12
08/01/2019,P4,Kevin,"£5,000",Shaun Wallace,"-£2,000","£40,000","£5,000 =",Caught -2,,Chaser by 0:31,£0,,12
09/01/2019,P1,Nikki,"£4,000",Jenny Ryan,£400,"£24,000","£4,000 =",Home +4,9 (team 3),Chaser by 0:18,£0,C,12
09/01/2019,P2,Alison,"£3,000",Jenny Ryan,"£1,000","£28,000","£3,000 =",Caught -3,,Chaser by 0:18,£0,,12
09/01/2019,P3,Sam,"£2,000",Jenny Ryan,"£1,000","£30,000","£1,000 \/",Home +1,2 (team 3),Chaser by 0:18,£0,C,12
09/01/2019,P4,Eli,"£7,000",Jenny Ryan,"-£2,000","£49,000","£7,000 =",Home +3,5 (team 3),Chaser by 0:18,£0,C,12
10/01/2019,P1,Dan,"£8,000",Anne Hegerty,"£2,000","£30,000","£8,000 =",Home +4,15 (team 3),Team by 4,"£6,000",T,12
10/01/2019,P2,Claire,"£6,000",Anne Hegerty,"£1,000","£36,000","£6,000 =",Home +1,3 (team 3),Team by 4,"£6,000",T,12
10/01/2019,P3,Andrea,"£4,000",Anne Hegerty,"£1,000","£40,000","£4,000 =",Home +1,2 (team 3),Team by 4,"£6,000",T,12
10/01/2019,P4,Max,"£6,000",Anne Hegerty,"-£3,000","£48,000","£6,000 =",Caught -2,,Team by 4,£0,,12
11/01/2019,P1,Sam,"£5,000",Mark Labbett,"£1,000","£20,000","£5,000 =",Caught -4,,Chaser by 0:54,£0,,12
11/01/2019,P2,Lorcan,"£6,000",Mark Labbett,£600,"£26,000","£6,000 =",Home +3,12 (solo),Chaser by 0:54,£0,C,12
