Date,Episode,Team,Chaser,NPlayersFinal,PrizeFund,Target,Series,isCelebrity,ChaserWin,ChaserWinBy,ChaserLoseBy
07/01/2011,5.0,"Pat, Stacey, Faith, Alan",Anne Hegerty,0,4000.0,19,3,False,True,15,0
10/01/2011,6.0,"Michael, Ronnie, Kerry, Keith",Mark Labbett,3,17000.0,21,3,False,True,20,0
11/01/2011,7.0,"Aidan, Eleanor, Stephen, Megan",Shaun Wallace,1,25000.0,19,3,False,True,13,0
12/01/2011,8.0,"Linda, Chris, Jen, Matt",Anne Hegerty,3,13000.0,15,3,False,True,41,0
13/01/2011,9.0,"Rocky, Julie, Martin, Steve",Mark Labbett,3,42000.0,25,3,False,False,0,1
14/01/2011,10.0,"Dan, Pat, Lizzie, James",Anne Hegerty,1,8000.0,23,3,False,True,16,0
17/01/2011,11.0,"Tex, Brian, Becki, Gaynor",Shaun Wallace,3,24000.0,20,3,False,False,0,1
18/01/2011,12.0,"Rosemary, Esther, Chris, Heather",Mark Labbett,3,24003.0,22,3,False,True,15,0
19/01/2011,13.0,"Sheri, Jonny, David, Tracie",Anne Hegerty,2,10000.0,21,3,False,True,31,0
20/01/2011,14.0,"Colin, Indrani, Steph, Steve",Shaun Wallace,3,44000.0,15,3,False,True,54,0
21/01/2011,15.0,"Mike, June, Jane, Damien",Mark Labbett,3,16000.0,18,3,False,True,36,0
24/01/2011,16.0,"Sam, Miriam, Jamie, Phil",Anne Hegerty,3,11100.0,26,3,False,True,9,0
25/01/2011,17.0,"Trudi, Trish, Nicole, Adam",Mark Labbett,1,2000.0,12,3,False,True,67,0
26/01/2011,18.0,"Zulu, Doug, Elaine, George",Mark Labbett,1,7000.0,18,3,False,False,0,4
27/01/2011,19.0,"Theresa, Daryl, Gill, Shahab",Shaun Wallace,3,24000.0,27,3,False,False,0,12
28/01/2011,20.0,"Shirley, William, Charlotte, Neil",Anne Hegerty,3,30600.0,19,3,False,True,21,0
31/01/2011,21.0,"Adelle, Paul, Nicos, Sue",Mark Labbett,4,24000.0,23,3,False,True,6,0
01/02/2011,22.0,"Geraldine, Keith, Peter, Jen",Shaun Wallace,4,50400.0,24,3,False,False,0,2
02/02/2011,23.0,"Dinos, Graeme, Wendy, Carolyn",Mark Labbett,1,20000.0,15,3,False,True,39,0
03/02/2011,24.0,"Hywel, Ian, Sally, Karen",Anne Hegerty,2,7000.0,11,3,False,True,61,0
04/02/2011,25.0,"Suzie, Richard, Christina, Steve",Shaun Wallace,2,3500.0,15,3,False,True,50,0
07/02/2011,26.0,"Sarah, Vanessa, Craig, Martin",Mark Labbett,3,17000.0,26,3,False,False,0,2
08/02/2011,27.0,"Keith, George, Debbie, Jordan",Anne Hegerty,3,15000.0,15,3,False,True,41,0
09/02/2011,28.0,"Brenda, Paul, Toby, Amanda",Mark Labbett,2,9400.0,19,3,False,True,38,0
10/02/2011,29.0,"Lynne, Steve, Julie, Andy",Shaun Wallace,4,36000.0,23,3,False,True,1,0
11/02/2011,30.0,"Tony, Vicky, Donovan, Niall",Anne Hegerty,2,11000.0,25,3,False,True,8,0
14/02/2011,31.0,"Catherine, Ikenna, Murray, John",Shaun Wallace,2,8000.0,19,3,False,True,2,0
15/02/2011,32.0,"Gill, Philip, Hannah, Declan",Anne Hegerty,2,40000.0,25,3,False,False,0,4
16/02/2011,33.0,"Kevin, Sue, Cara, Graeme",Mark Labbett,1,7000.0,17,3,False,True,18,0
17/02/2011,34.0,"Sarah, Aaron, Jenni, Craig",Anne Hegerty,3,16000.0,19,3,False,True,40,0
18/02/2011,35.0,"Yvonne, Richard, Sarah, Carol",Shaun Wallace,2,12000.0,15,3,False,True,60,0
21/02/2011,36.0,"Kerry, Kwan, Robin, Siobhan",Mark Labbett,2,9000.0,17,3,False,True,39,0
22/02/2011,37.0,"Martyn, Karen, Rob, Judith",Anne Hegerty,2,34000.0,18,3,False,True,29,0
23/02/2011,38.0,"Catherine, Dennis, Marilyn, Iain",Shaun Wallace,2,10000.0,19,3,False,False,0,1
24/02/2011,39.0,"Adrienne, Colin, Louis, Sharon",Mark Labbett,3,18200.0,18,3,False,True,41,0
25/02/2011,40.0,"Dave, Vicky, Lesley, Toby",Shaun Wallace,2,14000.0,21,3,False,True,21,0
05/09/2011,1.0,"Joanna, Jon, Melanie, Dave",Anne Hegerty,2,14000.0,20,4,False,True,39,0
06/09/2011,2.0,"Catherine, Paul, Phelim, Judy",Mark Labbett,3,22000.0,21,4,False,True,6,0
07/09/2011,3.0,"Simon, Marie, Vicci, Tasha",Shaun Wallace,2,10000.0,20,4,False,False,0,13
08/09/2011,4.0,"Anne, Ray, Jake, Heidi",Paul Sinha,1,8000.0,20,4,False,True,34,0
09/09/2011,5.0,"Helen, Dottie, Melissa, Wyatt",Mark Labbett,2,12000.0,15,4,False,True,57,0
12/09/2011,6.0,"Brenda, Ryan, Adam, Sharon",Anne Hegerty,4,20000.0,23,4,False,True,4,0
13/09/2011,7.0,"Julie, Luke, Jamie, Mairead",Mark Labbett,1,4000.0,15,4,False,True,4,0
14/09/2011,8.0,"Chris, Matt, Jools, Jon",Shaun Wallace,1,3000.0,13,4,False,True,34,0
15/09/2011,9.0,"Paul, Mark, Maria, Robert",Anne Hegerty,2,40000.0,22,4,False,False,0,2
16/09/2011,10.0,"Debbie, Angie, Lucy, Adrian",Paul Sinha,2,13000.0,18,4,False,True,7,0
19/09/2011,11.0,"Russell, Lynne, Tim, Trish",Mark Labbett,1,45000.0,23,4,False,True,9,0
20/09/2011,12.0,"Pamela, Jeremy, Janet, Carl",Paul Sinha,4,16400.0,19,4,False,True,10,0
21/09/2011,13.0,"Bryony, Gregg, Barbara, Stephen",Anne Hegerty,2,5200.0,18,4,False,True,38,0
22/09/2011,14.0,"Bob, Gabriel, Louise, La'verne",Mark Labbett,2,10000.0,16,4,False,True,45,0
23/09/2011,15.0,"Sue, James, Gerry, Pete",Shaun Wallace,1,10000.0,18,4,False,False,0,3
26/09/2011,16.0,"Vivienne, Fred, Charlotte, Kevin",Mark Labbett,2,8000.0,15,4,False,True,29,0
27/09/2011,17.0,"Jackie, Eileen, Gareth, Alan",Paul Sinha,2,15000.0,18,4,False,True,23,0
28/09/2011,18.0,"Charlotte, Jane, David, Julie",Anne Hegerty,4,20000.0,22,4,False,True,7,0
29/09/2011,19.0,"Brian, Sandra, Kit, Clare",Mark Labbett,3,14300.0,26,4,False,False,0,5
30/09/2011,20.0,"Caroline, Keith, Hazell, Matthew",Shaun Wallace,3,17000.0,14,4,False,True,54,0
03/10/2011,21.0,"Debbie, Stu, Goldie, Chris",Anne Hegerty,2,16000.0,19,4,False,True,33,0
04/10/2011,22.0,"Anne, Stuart, Alison, Steven",Paul Sinha,4,22000.0,23,4,False,False,0,3
05/10/2011,23.0,"Ashley, Sarah, Peter, Jamie",Mark Labbett,3,20000.0,22,4,False,True,32,0
06/10/2011,24.0,"Kate, Giles, Gavin, Nicola",Shaun Wallace,2,9000.0,16,4,False,True,2,0
07/10/2011,25.0,"Allan, Kev, Sam, Zoe",Anne Hegerty,3,16000.0,19,4,False,True,11,0
10/10/2011,26.0,"Andrea, Nick, Phyllis, Ben",Paul Sinha,0,4000.0,15,4,False,True,23,0
11/10/2011,27.0,"Richard, Rion, Liza, Sherry",Shaun Wallace,4,50000.0,21,4,False,False,0,8
12/10/2011,28.0,"Peggy, Ricky, Glenn, Hannah",Mark Labbett,2,8000.0,11,4,False,True,77,0
13/10/2011,29.0,"Larry, Joan, Frazer, Samantha",Anne Hegerty,2,15000.0,18,4,False,True,22,0
14/10/2011,30.0,"Mick, Sandra, Andrew, Jo",Mark Labbett,2,19000.0,23,4,False,True,12,0
17/10/2011,31.0,"Tom, Lee, Bryn, Cynthia",Anne Hegerty,2,41000.0,21,4,False,False,0,3
18/10/2011,32.0,"Rob, Ben, Karen, Angie",Paul Sinha,3,10000.0,21,4,False,True,27,0
19/10/2011,33.0,"Mary-Anne, Roisin, Rosie, Adam",Mark Labbett,1,5000.0,13,4,False,True,56,0
20/10/2011,34.0,"Jasmine, Duncan, Zeus, Sarah",Anne Hegerty,3,41000.0,18,4,False,True,10,0
21/10/2011,35.0,"Anna, David, Angela, Mel",Paul Sinha,3,24000.0,26,4,False,False,0,8
24/10/2011,36.0,"Ben, Sue, Dawn, Wendy",Shaun Wallace,2,8000.0,13,4,False,True,2,0
25/10/2011,37.0,"Kev, Jane, Jo, Seve",Paul Sinha,3,16500.0,20,4,False,True,7,0
26/10/2011,38.0,"Sean, Roger, Davy, Lauren",Anne Hegerty,2,14000.0,20,4,False,False,0,5
27/10/2011,39.0,"Sallyanne, Simon, Anne, James",Mark Labbett,1,1000.0,12,4,False,True,58,0
28/10/2011,40.0,"Andrea, Jonathan, Jennifer, Barrie",Anne Hegerty,1,4000.0,11,4,False,True,73,0
03/01/2012,41.0,"Diane, Debs, Richard, Matt",Mark Labbett,1,7000.0,13,4,False,True,19,0
04/01/2012,42.0,"Amber, Nigel, Jim, Ann",Paul Sinha,2,70000.0,16,4,False,True,46,0
05/01/2012,43.0,"Nick, Julie, Jane, Craig",Anne Hegerty,3,18000.0,22,4,False,False,0,7
06/01/2012,44.0,"Ajay, Steve, Pearl, Joe",Mark Labbett,4,13400.0,20,4,False,True,6,0
09/01/2012,45.0,"Elizabeth, Mark, Thom, Joyce",Shaun Wallace,3,22000.0,19,4,False,True,30,0
10/01/2012,46.0,"Julian, Ann, Mark, Elaine",Paul Sinha,0,4000.0,17,4,False,True,45,0
11/01/2012,47.0,"Paul, Phyllis, Gareth, Pippa",Shaun Wallace,2,15000.0,25,4,False,False,0,3
12/01/2012,48.0,"Kym, Iain, Malcolm, Sean",Mark Labbett,3,13000.0,15,4,False,True,25,0
13/01/2012,49.0,"Alan, Christian, Kerry, Pat",Anne Hegerty,2,34000.0,17,4,False,False,0,3
16/01/2012,50.0,"Daniela, Patsy, Paul, Alan",Paul Sinha,1,5000.0,18,4,False,True,34,0
17/01/2012,51.0,"Heather, Sue, Richard, Kathlyn",Shaun Wallace,2,9000.0,11,4,False,True,55,0
18/01/2012,52.0,"Derek, Sally, Becky, Tim",Mark Labbett,2,16000.0,19,4,False,False,0,1
19/01/2012,53.0,"Rupy, Rob, Sarah, Leanne",Anne Hegerty,1,25000.0,19,4,False,True,26,0
20/01/2012,54.0,"Sue, Joe, Margaret, Glenn",Paul Sinha,2,10000.0,17,4,False,True,24,0
23/01/2012,55.0,"Gaby, Col, Olwyn, Matt",Mark Labbett,1,5000.0,12,4,False,True,76,0
24/01/2012,56.0,"Baggy, Maxine, Sophie, Graham",Shaun Wallace,1,8000.0,19,4,False,False,0,1
25/01/2012,57.0,"Dave, Linda, James, Sarah",Anne Hegerty,4,20000.0,20,4,False,True,15,0
26/01/2012,58.0,"Martin, Sam, Jane, Elaine",Mark Labbett,3,15000.0,14,4,False,True,33,0
27/01/2012,59.0,"Nicky, Alan, Richie, Pat",Paul Sinha,3,11000.0,20,4,False,False,0,4
30/01/2012,60.0,"Maggie, Nick, Natasha, Kev",Anne Hegerty,4,22300.0,16,4,False,True,15,0
31/01/2012,1.0,"Bernie, Kim, Dorothy, Alan",Mark Labbett,3,20000.0,20,5,False,True,25,0
01/02/2012,2.0,"Twiz, Linda, Alan, Christophe",Shaun Wallace,3,22000.0,20,5,False,True,2,0
02/02/2012,3.0,"Bel, John, Lesley, Neil",Paul Sinha,1,40000.0,19,5,False,True,16,0
03/02/2012,4.0,"Philippa, Chas, Jo, Alun",Mark Labbett,4,47000.0,22,5,False,False,0,1
06/02/2012,5.0,"Cynth, Nicola, David, Elaine",Anne Hegerty,2,10000.0,16,5,False,True,26,0
07/02/2012,6.0,"Vicky, Rosh, Louise, Jonathan",Shaun Wallace,2,5000.0,13,5,False,True,53,0
08/02/2012,7.0,"Paul, Sara, Harry, Helen",Mark Labbett,4,50000.0,20,5,False,True,18,0
09/02/2012,8.0,"Kit, Jo, Paul, Helen",Paul Sinha,3,17000.0,18,5,False,False,0,1
10/02/2012,9.0,"Jeremy, Phil, Sherrie, Rachel",Anne Hegerty,3,31000.0,16,5,False,True,1,0
20/02/2012,10.0,"Emily, Gary, Marilyn, Lydia",Shaun Wallace,1,5000.0,16,5,False,True,25,0
21/02/2012,11.0,"Stephen, Sue, Neil, Tom",Anne Hegerty,2,50000.0,21,5,False,False,0,2
22/02/2012,12.0,"Paula, Brian, Andrew, Alison",Mark Labbett,4,27000.0,20,5,False,True,8,0
23/02/2012,13.0,"Chris, Gavin, Cath, Kevin",Paul Sinha,3,19000.0,22,5,False,True,30,0
24/02/2012,14.0,"Debs, Chris, Richard, Margaret",Anne Hegerty,0,4000.0,15,5,False,True,16,0
27/02/2012,15.0,"Kim, Dave, Peter, Jacqui",Paul Sinha,2,15000.0,17,5,False,True,28,0
28/02/2012,16.0,"Annette, Lande, Simon, Neil",Mark Labbett,3,9000.0,23,5,False,False,0,3
29/02/2012,17.0,"Rob, Judith, Kerry, Steve",Anne Hegerty,3,21000.0,21,5,False,True,5,0
01/03/2012,18.0,"Julia, Graham, Chris, Pat",Shaun Wallace,2,11000.0,18,5,False,True,11,0
02/03/2012,19.0,"Anne, Richard, Alison, Glyn",Mark Labbett,2,10000.0,18,5,False,True,13,0
05/03/2012,20.0,"Kirsty, Chris, Patrick, Sandra",Anne Hegerty,1,6000.0,21,5,False,True,36,0
06/03/2012,21.0,"Maggie, Harry, Mary, Darren",Paul Sinha,4,50000.0,21,5,False,False,0,1
07/03/2012,22.0,"Sophie, Julian, Vicki, Michael",Mark Labbett,3,16000.0,22,5,False,True,16,0
08/03/2012,23.0,"Ann, Geoff, Emma, Dawn",Shaun Wallace,2,9000.0,15,5,False,True,33,0
09/03/2012,24.0,"Nigel, Kelly, Honor, Marcus",Anne Hegerty,3,26000.0,20,5,False,False,0,2
