Date,Episode,Team,Chaser,NPlayersFinal,PrizeFund,Target,Series,isCelebrity,ChaserWin,ChaserWinBy,ChaserLoseBy
19/04/2017,188.0,"Vera, Lee, Joyce, Ben",Paul Sinha,2,4000.0,18,10,False,True,4,0
20/04/2017,189.0,"Darren, Angela, Lee, Rosa",Shaun Wallace,4,19000.0,16,10,False,False,0,2
21/04/2017,131.0,"Duncan, Catherine, Jodie, Andy",Anne Hegerty,2,9000.0,15,10,False,True,49,0
24/04/2017,176.0,"Paddy, Vicky, Matt, Steph",Anne Hegerty,4,20000.0,13,10,False,True,11,0
24/10/2017,168.0,"Nicholas, Bryan, Jo, Mandy",Shaun Wallace,2,60000.0,9,10,False,True,48,0
25/04/2017,1.0,"Dan, Janet, Christine, Graham",Paul Sinha,2,15000.0,20,11,False,True,16,0
26/04/2017,2.0,"Stacey, Paul, Bernadette, Arthur",Jenny Ryan,4,23000.0,19,11,False,False,0,3
27/04/2017,3.0,"Ian, Rick, Kim, Tasha",Shaun Wallace,3,43000.0,14,11,False,True,1,0
28/04/2017,4.0,"Geraldine, Ben, Eddy, Claire",Mark Labbett,2,13000.0,11,11,False,True,62,0
29/05/2017,5.0,"Andy, Jackie, Lisa, Ewan",Mark Labbett,0,4000.0,13,11,False,True,63,0
30/05/2017,6.0,"Louise, Tom, Karoline, Graham",Paul Sinha,3,10000.0,20,11,False,False,0,2
31/05/2017,7.0,"Ian, Trudy, Chris, Arron",Jenny Ryan,3,11000.0,17,11,False,True,32,0
01/06/2017,8.0,"Abby, Shauna, Matt, Roger",Anne Hegerty,2,10000.0,17,11,False,True,41,0
02/06/2017,9.0,"Terry, Alex, Oyin, Julie",Shaun Wallace,2,4000.0,10,11,False,True,25,0
05/06/2017,10.0,"Michael, Maya, Nikki, Oli",Jenny Ryan,3,19000.0,19,11,False,True,6,0
06/06/2017,11.0,"Dave, Rachel, Jess, Larry",Shaun Wallace,3,13000.0,15,11,False,True,34,0
07/06/2017,12.0,"Rumman, Andrew, Eli, Clair",Mark Labbett,4,17000.0,14,11,False,True,50,0
08/06/2017,13.0,"Miranda, Ollie, Daniel, Emanuela",Anne Hegerty,3,14000.0,16,11,False,False,0,2
09/06/2017,14.0,"James, Rak, Lynn, Chris",Paul Sinha,3,18000.0,18,11,False,True,14,0
12/06/2017,15.0,"Emily, Katie, Lisa, Sam",Shaun Wallace,4,45000.0,16,11,False,False,0,6
13/06/2017,16.0,"Dave, Linda, Andrea, Jonathan",Anne Hegerty,2,11000.0,19,11,False,True,27,0
14/06/2017,26.0,"Sarah, Mark, Allison, Ryan",Mark Labbett,2,13000.0,14,11,False,True,37,0
15/06/2017,18.0,"Richard, Gary, Beki, Patsy",Paul Sinha,3,12000.0,18,11,False,True,20,0
16/06/2017,19.0,"Ash, Zoe, Chris, Sam",Jenny Ryan,3,10000.0,17,11,False,True,5,0
04/09/2017,20.0,"Rob, Marion, Courtney, Georgie",Paul Sinha,3,60000.0,18,11,False,True,30,0
05/09/2017,21.0,"Jo, Martin, Claire, Andrew",Jenny Ryan,3,9000.0,16,11,False,True,33,0
06/09/2017,88.0,"Helena, Angela, Robert, Dave",Mark Labbett,3,17000.0,19,11,False,False,0,4
07/09/2017,23.0,"Jerome, Scott, Alexis, Mandy",Shaun Wallace,2,11000.0,12,11,False,True,41,0
08/09/2017,24.0,"Todd, Rachel, Musleh, Cait",Anne Hegerty,2,11000.0,16,11,False,True,18,0
11/09/2017,25.0,"Jackson, Eugene, Georgia, Karen",Anne Hegerty,3,9000.0,17,11,False,True,14,0
12/09/2017,17.0,"Sadie, Aaron, Jamie, Mary",Mark Labbett,2,13000.0,15,11,False,True,40,0
13/09/2017,27.0,"Juliet, Harshad, Alex, Kim",Shaun Wallace,0,4000.0,11,11,False,True,31,0
14/09/2017,28.0,"Rob, Charlotte, Jay, Chris",Paul Sinha,2,6000.0,18,11,False,True,33,0
15/09/2017,104.0,"Andy, Jules, Suzanne, Gavin",Jenny Ryan,4,24000.0,19,11,False,False,0,1
18/09/2017,30.0,"Diane, Jonathon, Helen, Peter",Mark Labbett,2,25000.0,16,11,False,True,42,0
19/09/2017,31.0,"Clare, Dec, Keith, Rea",Shaun Wallace,1,6000.0,13,11,False,False,0,5
20/09/2017,32.0,"Beth, George, Niall, Michelle",Jenny Ryan,3,12000.0,12,11,False,True,46,0
21/09/2017,33.0,"Gavin, Tracy, Caroline, Simon",Anne Hegerty,2,70000.0,13,11,False,True,51,0
22/09/2017,34.0,"Tyrone, Andy, Caroline, Emily",Paul Sinha,4,18000.0,17,11,False,True,32,0
25/09/2017,35.0,"Nick, Clare, James, Sandra",Paul Sinha,4,21000.0,20,11,False,False,0,6
26/09/2017,36.0,"Lynn, Tammy, Johnny, Arthur",Shaun Wallace,2,7000.0,12,11,False,True,21,0
27/09/2017,37.0,"Sarah, Ewan, Chris, Mik",Mark Labbett,4,20000.0,18,11,False,True,28,0
28/09/2017,38.0,"Karen, David, Rosie, Joe",Jenny Ryan,2,15000.0,13,11,False,True,30,0
29/09/2017,170.0,"Guy, Sanjeev, Rhiannon, Maggie",Anne Hegerty,1,5000.0,13,11,False,True,51,0
02/10/2017,41.0,"Alex, Jess, Jill, Colin",Anne Hegerty,3,8000.0,18,11,False,True,31,0
03/10/2017,68.0,"Ron, Alex, Karen, Barbara",Jenny Ryan,3,12000.0,23,11,False,False,0,9
04/10/2017,42.0,"Elias, Pete, Diane, Ruth",Shaun Wallace,3,15000.0,19,11,False,True,11,0
05/10/2017,43.0,"Matt, Linda, Usha, Steve",Paul Sinha,3,17000.0,23,11,False,False,0,5
06/10/2017,44.0,"Kathryn, Richard, Sophie, Larry",Mark Labbett,2,41000.0,16,11,False,True,3,0
09/10/2017,45.0,"Roger, Joe, Alex, Melissa",Mark Labbett,3,13000.0,18,11,False,True,27,0
10/10/2017,46.0,"Lee, Emma, Finn, Santhi",Jenny Ryan,4,16000.0,20,11,False,False,0,2
11/10/2017,47.0,"Chris, Beth, Charles, Laura",Paul Sinha,2,11000.0,17,11,False,True,21,0
12/10/2017,48.0,"Dean, Heather, Arshad, Rebecca",Anne Hegerty,4,53000.0,19,11,False,True,4,0
13/10/2017,49.0,"Adam, Nathan, Emma, Rita",Shaun Wallace,1,6000.0,11,11,False,True,5,0
16/10/2017,50.0,"Antony, Christine, Conor, Charlotte",Jenny Ryan,4,18000.0,19,11,False,True,13,0
17/10/2017,51.0,"Suzanne, Dan, Josie, Kev",Mark Labbett,1,6000.0,14,11,False,True,28,0
18/10/2017,52.0,"Anne, Jim, Sarah, Chas",Shaun Wallace,3,10200.0,15,11,False,False,0,6
19/10/2017,53.0,"Simon, Craig, Helen, Yaz",Paul Sinha,3,24000.0,20,11,False,True,28,0
20/10/2017,54.0,"John, Caia, Michelle, David",Anne Hegerty,3,18000.0,20,11,False,True,30,0
23/10/2017,55.0,"Mick, Alex, Elisha, Julia",Anne Hegerty,0,4000.0,17,11,False,True,12,0
25/10/2017,56.0,"Alan, Fred, Kathryn, Lucy",Mark Labbett,4,16000.0,20,11,False,False,0,1
26/10/2017,57.0,"Ryan, Faith, Jake, Libby",Paul Sinha,2,9000.0,16,11,False,True,23,0
27/10/2017,58.0,"Jonathan, Liz, Claire, Micah",Jenny Ryan,3,21000.0,19,11,False,True,18,0
30/10/2017,59.0,"Kevin, Jay, Laura, Daniel",Anne Hegerty,2,11000.0,16,11,False,False,0,4
31/10/2017,60.0,"Alicia, Joe, Nwamaka, Phil",Jenny Ryan,3,59000.0,19,11,False,True,15,0
01/11/2017,61.0,"John, Andrea, Carol, Harry",Mark Labbett,3,18000.0,18,11,False,True,19,0
02/11/2017,62.0,"Chris, Rob, Kelly, Lucy",Paul Sinha,1,4000.0,7,11,False,True,83,0
03/11/2017,63.0,"Shelagh, Holly, Daniel, Norman",Shaun Wallace,2,8000.0,13,11,False,True,53,0
06/11/2017,64.0,"Lyndsey, Trudy, Peter, Dante",Shaun Wallace,1,3000.0,15,11,False,True,26,0
07/11/2017,65.0,"David, Alex, Lisa, Jack",Anne Hegerty,4,25000.0,20,11,False,True,1,0
08/11/2017,66.0,"Kenny, Sinead, Alison, Gifton",Paul Sinha,2,11000.0,16,11,False,True,33,0
09/11/2017,67.0,"Russell, Ceri, Alison, Sophie",Mark Labbett,2,8000.0,17,11,False,True,19,0
10/11/2017,40.0,"Mike, Amy, Claire, Huw",Jenny Ryan,1,3000.0,10,11,False,True,51,0
13/11/2017,69.0,"David, Steve, Josephine, Lisa",Shaun Wallace,2,9000.0,12,11,False,True,48,0
14/11/2017,70.0,"Nikki, Tomos, Donna, Fitz",Paul Sinha,2,11000.0,15,11,False,True,26,0
15/11/2017,101.0,"Katherine, Paul, Tom, Emma",Jenny Ryan,3,17000.0,19,11,False,True,27,0
16/11/2017,72.0,"Dominic, Joy, Chloe, Tebby",Shaun Wallace,4,22000.0,19,11,False,False,0,1
17/11/2017,73.0,"Jim, Tom, Roma, Hilary",Anne Hegerty,2,13000.0,16,11,False,True,26,0
20/11/2017,74.0,"Allan, Leigh, Dannielle, Kendall",Jenny Ryan,2,6000.0,18,11,False,True,1,0
21/11/2017,75.0,"Daniella, Tina, Faisal, Gary",Anne Hegerty,2,8000.0,12,11,False,True,58,0
22/11/2017,76.0,"Sarah, Jon, Becca, Steve",Paul Sinha,4,50000.0,23,11,False,False,0,3
23/11/2017,77.0,"Dave, Bobbie, Pat, Wallace",Shaun Wallace,2,10000.0,12,11,False,True,63,0
24/11/2017,78.0,"Dermot, Simon, Paige, Margaret",Mark Labbett,2,9000.0,13,11,False,True,31,0
27/11/2017,79.0,"Dan, Gillian, Tom, Nicola",Paul Sinha,4,40000.0,20,11,False,True,20,0
28/11/2017,80.0,"Alan, Nu, Suzanne, Rory",Anne Hegerty,3,14000.0,17,11,False,False,0,5
29/11/2017,81.0,"Wayne, Andrea, Ryan, Kay",Mark Labbett,2,8000.0,18,11,False,True,8,0
30/11/2017,82.0,"Karina, George, Gareth, Zoe",Jenny Ryan,1,3000.0,7,11,False,True,90,0
01/12/2017,83.0,"Rebekah, Rhom, Kath, Mark",Shaun Wallace,1,4000.0,5,11,False,True,93,0
04/12/2017,84.0,"Denise, Edwin, Christine, Sean",Anne Hegerty,1,7000.0,14,11,False,True,20,0
05/12/2017,85.0,"Jan, Brian, Kevin, Darnisha",Paul Sinha,3,13000.0,17,11,False,True,19,0
06/12/2017,86.0,"Becky, Mat, Jess, Rob",Jenny Ryan,2,9000.0,11,11,False,True,39,0
07/12/2017,87.0,"Slavko, Siobhan, John, Tanya",Shaun Wallace,2,6000.0,15,11,False,True,42,0
08/12/2017,110.0,"Matthew, Calum, Yasmin, Jan",Mark Labbett,3,75000.0,17,11,False,False,0,4
11/12/2017,89.0,"Hugo, Rosie, Suze, Lee",Jenny Ryan,4,13000.0,21,11,False,True,14,0
12/12/2017,90.0,"Julie, Peter, Sean, Lisa",Shaun Wallace,3,37000.0,16,11,False,False,0,6
13/12/2017,91.0,"Nick, Carol, Joseph, Mary",Paul Sinha,2,12000.0,16,11,False,True,39,0
14/12/2017,92.0,"Debbie, Steve, John, Amy",Anne Hegerty,1,5000.0,18,11,False,True,18,0
15/12/2017,93.0,"Lindsay, Steve, Lee, Mariya",Mark Labbett,2,12000.0,18,11,False,True,26,0
18/12/2017,114.0,"Diane, Stephen, Nadi, Kevin",Shaun Wallace,1,3000.0,14,11,False,True,17,0
19/12/2017,115.0,"Nicola, Lynne, Mark, Charlie",Jenny Ryan,4,100000.0,24,11,False,True,14,0
20/12/2017,116.0,"Ian, Hollie, Matt, Pippa",Paul Sinha,2,10000.0,16,11,False,True,15,0
21/12/2017,117.0,"Timothy, Lola, Ted, Eileen",Mark Labbett,3,18000.0,21,11,False,False,0,3
22/12/2017,118.0,"James, Helena, Ben, Dani",Anne Hegerty,2,9000.0,16,11,False,True,15,0
02/01/2018,95.0,"John, Juliana, Victoria, Dan",Paul Sinha,2,10000.0,14,11,False,True,41,0
03/01/2018,94.0,"James, Robyn, Libby, Martin",Mark Labbett,3,60000.0,18,11,False,True,26,0
04/01/2018,97.0,"Kyle, Peter, Nicola, Catherine",Shaun Wallace,3,15000.0,17,11,False,False,0,1
05/01/2018,98.0,"Andrew, Jane, Howard, Valerie",Jenny Ryan,3,22000.0,15,11,False,True,24,0
08/01/2018,99.0,"Kate, Shaun, Gemma, John",Shaun Wallace,2,10000.0,13,11,False,True,40,0
09/01/2018,100.0,"Alison, Jake, Di, Shahajahan",Anne Hegerty,2,12000.0,14,11,False,True,31,0
10/01/2018,71.0,"David, India, Ged, Sam",Jenny Ryan,3,10000.0,15,11,False,True,35,0
11/01/2018,102.0,"Laura, June, Alex, Todd",Paul Sinha,3,19000.0,20,11,False,False,0,1
12/01/2018,103.0,"Pete, Elisabeth, Brad, Tess",Mark Labbett,2,7000.0,12,11,False,True,62,0
15/01/2018,29.0,"Ceri, Jason, Michelle, Paul",Jenny Ryan,4,23000.0,22,11,False,True,13,0
16/01/2018,105.0,"Gary, Louis, Avril, Elaine",Mark Labbett,2,14000.0,17,11,False,True,5,0
17/01/2018,106.0,"Lora, George, Stewart, Katy",Shaun Wallace,0,4000.0,9,11,False,True,17,0
18/01/2018,107.0,"Peter, Kay, Nicky, Billy",Anne Hegerty,2,11000.0,15,11,False,False,0,1
19/01/2018,108.0,"Jon, Margaret, Teresa, Dave",Paul Sinha,3,70000.0,15,11,False,True,19,0
22/01/2018,109.0,"Oliver, Martin, Rhona, Alyson",Paul Sinha,2,13000.0,16,11,False,False,0,4
23/01/2018,22.0,"Phil, Karen, Ste, Dina",Mark Labbett,1,6000.0,20,11,False,True,15,0
24/01/2018,111.0,"Alastair, Karen, Rochell, Graham",Shaun Wallace,3,11000.0,12,11,False,True,17,0
25/01/2018,112.0,"Oliver, Liz, Dave, Miranda",Jenny Ryan,3,15000.0,13,11,False,True,46,0
26/01/2018,113.0,"John, Danny, Wendy, Barbara",Anne Hegerty,2,10000.0,11,11,False,True,58,0
29/01/2018,119.0,"Fiona, Andrew, Zena, Stephen",Jenny Ryan,0,4000.0,13,11,False,True,60,0
30/01/2018,120.0,"Nolan, Ali, Jamie, Cathy",Paul Sinha,4,68000.0,20,11,False,True,7,0
31/01/2018,39.0,"Steve, Dennis, Sacha, Rebecca",Anne Hegerty,4,21000.0,17,11,False,False,0,2
01/02/2018,122.0,"Kier, Janice, Mel, Simon",Mark Labbett,2,14000.0,19,11,False,True,25,0
02/02/2018,123.0,"Paula, Phil, Emma, Ollie",Shaun Wallace,2,9000.0,11,11,False,True,27,0
05/02/2018,124.0,"Alice, James, Raheel, Gill",Anne Hegerty,2,9000.0,12,11,False,True,62,0
06/02/2018,125.0,"Rhidian, Beverley, Whitney, Marvin",Shaun Wallace,3,13000.0,16,11,False,False,0,13
07/02/2018,126.0,"Alan, Howard, Mollie, Rachael",Paul Sinha,2,7000.0,16,11,False,True,27,0
08/02/2018,127.0,"Paula, Ben, Faye, Ronnie",Mark Labbett,1,101000.0,9,11,False,True,75,0
09/02/2018,128.0,"Jon, Pamela, Kirsty, Alejandro",Jenny Ryan,1,5000.0,11,11,False,True,8,0
12/02/2018,129.0,"Liz, Colin, Amelia, Wil",Shaun Wallace,2,10000.0,18,11,False,True,24,0
13/02/2018,130.0,"Ian, Michael, Dave, Elspeth",Jenny Ryan,3,18000.0,18,11,False,True,21,0
14/02/2018,131.0,"Rae, Sue, Kesoon, Graham",Paul Sinha,2,39000.0,14,11,False,True,45,0
15/02/2018,132.0,"Andy, John, Candice, Ekua",Anne Hegerty,3,60000.0,15,11,False,True,13,0
16/02/2018,133.0,"Lesley-Anne, Stuart, Marco, Rebecca",Mark Labbett,1,5000.0,17,11,False,False,0,2
19/02/2018,134.0,"Louise, Des, Amma, John",Shaun Wallace,3,30000.0,19,11,False,True,1,0
20/02/2018,135.0,"Jason, Kathryn, Brad, Jennifer",Jenny Ryan,2,10000.0,13,11,False,True,18,0
21/02/2018,136.0,"Fiona, Omeed, Jill, Michael",Paul Sinha,3,12000.0,12,11,False,True,38,0
22/02/2018,137.0,"Mary, Sacha, Chantelle, Victor",Anne Hegerty,2,42999.0,18,11,False,False,0,2
23/02/2018,138.0,"Anna, Norman, Jack, Kerry",Mark Labbett,1,40000.0,19,11,False,True,13,0
26/02/2018,139.0,"Peter, Christine, Cesca, Andrew",Shaun Wallace,1,5000.0,15,11,False,False,0,4
27/02/2018,140.0,"Ray, Nic, Jourdan, Simon",Mark Labbett,2,9000.0,17,11,False,True,20,0
28/02/2018,141.0,"Sarah, Warjinder, Chris, Peter",Anne Hegerty,2,60000.0,20,11,False,True,1,0
01/03/2018,142.0,"Liam, Charan, Jilli, David",Jenny Ryan,2,8000.0,16,11,False,True,16,0
05/03/2018,144.0,"John, Abby, Rory, Doreen",Anne Hegerty,1,5000.0,16,11,False,True,16,0
06/03/2018,145.0,"Tyrone, Gail, Hayley, Roy",Shaun Wallace,2,8000.0,18,11,False,False,0,4
07/03/2018,146.0,"Jonathan, Iona, Steph, Mike",Mark Labbett,3,10000.0,17,11,False,True,13,0
08/03/2018,147.0,"Marianne, Guy, Mia, Trevor",Jenny Ryan,2,5000.0,14,11,False,True,52,0
09/03/2018,148.0,"Lori, Stan, Jack, Maame-Yaa",Paul Sinha,2,10000.0,15,11,False,True,15,0
12/03/2018,149.0,"Harriet, Richard, Jane, Morris",Paul Sinha,2,10000.0,17,11,False,True,33,0
13/03/2018,150.0,"Jim, Becky, Richard, Harriet",Anne Hegerty,4,55000.0,19,11,False,False,0,3
14/03/2018,151.0,"Will, Louise, Jordan, Paul",Jenny Ryan,2,9000.0,12,11,False,True,50,0
15/03/2018,152.0,"Kathryn, Anees, Steve, Jo",Shaun Wallace,2,9000.0,17,11,False,True,22,0
16/03/2018,153.0,"Joseph, Rachel, Faye, Mark",Mark Labbett,3,14000.0,18,11,False,True,29,0
19/03/2018,154.0,"Toni, Barry, Justin, Frances",Mark Labbett,3,15000.0,18,11,False,False,0,2
20/03/2018,155.0,"Serena, Glenn, Natalie, Ray",Anne Hegerty,2,10000.0,16,11,False,True,15,0
21/03/2018,156.0,"Nick, Sam, Jane, Jennifer",Jenny Ryan,2,9000.0,15,11,False,True,21,0
22/03/2018,157.0,"Jamie, Val, Lee, Emma",Shaun Wallace,2,3000.0,10,11,False,True,58,0
23/03/2018,158.0,"Iain, David, Rachel, Wendy",Paul Sinha,4,48000.0,21,11,False,True,3,0
26/03/2018,159.0,"Alastair, Sam, Lauren, John",Shaun Wallace,2,8000.0,11,11,False,True,25,0
28/03/2018,161.0,"Tom, Pamela, Gareth, Julie",Mark Labbett,3,47000.0,14,11,False,True,51,0
29/03/2018,162.0,"Bernie, Mark, Stefanie, Charlotte",Anne Hegerty,2,9000.0,19,11,False,True,5,0
30/03/2018,163.0,"Gary, Nathan, Anj, Shamma",Paul Sinha,0,4000.0,13,11,False,True,55,0
02/04/2018,164.0,"Judith, Fatima, Richie, Chris",Shaun Wallace,2,9000.0,18,11,False,False,0,2
03/04/2018,165.0,"Craig, Mick, Lisa, Victoria",Anne Hegerty,1,7000.0,13,11,False,True,26,0
04/04/2018,166.0,"Sarah, Jess, Kirk, Iain",Jenny Ryan,2,12000.0,19,11,False,True,30,0
05/04/2018,167.0,"Clare, John, Gary, Bryony",Mark Labbett,2,10000.0,20,11,False,False,0,2
06/04/2018,168.0,"Shamilla, Tom, Kay, Steve",Paul Sinha,1,4000.0,11,11,False,True,50,0
09/04/2018,169.0,"Charlie, Suzi, Daniel, Marty",Mark Labbett,2,12000.0,17,11,False,False,0,2
10/04/2018,96.0,"Shane, Lisa, Val, Neil",Anne Hegerty,2,18000.0,14,11,False,True,53,0
11/04/2018,160.0,"Ben, Suzanne, Holly, Phil",Jenny Ryan,2,7000.0,15,11,False,True,28,0
17/05/2018,143.0,"Matt, Honey, Deb, Oliver",Paul Sinha,3,75000.0,17,11,False,False,0,8
03/09/2018,121.0,"Gayna, Tim, Luca, Diane",Anne Hegerty,4,100000.0,21,11,False,False,0,8
02/03/2018,1.0,"Dave, Barry, Ruth, Katie",Paul Sinha,3,55000.0,15,12,False,True,30,0
27/03/2018,2.0,"Oli, Leona, Jo, Nigel",Jenny Ryan,3,19000.0,19,12,False,False,0,4
12/04/2018,3.0,"Gill, Adam, Nigel, Abi",Shaun Wallace,3,27000.0,19,12,False,True,4,0
13/04/2018,4.0,"Victoria, Chris, Dean, Barbara",Paul Sinha,0,4000.0,17,12,False,True,28,0
16/04/2018,5.0,"Emily, Mike, Ted, Chantal",Anne Hegerty,4,48000.0,23,12,False,False,0,1
17/04/2018,6.0,"Nicky, Gary, Dan, June",Mark Labbett,1,6000.0,16,12,False,True,13,0
18/04/2018,7.0,"Janet, Dan, Sunita, Will",Jenny Ryan,2,41000.0,14,12,False,True,25,0
19/04/2018,8.0,"Colin, Jo, Seainin, Gary",Paul Sinha,4,20000.0,21,12,False,False,0,4
20/04/2018,9.0,"Harriet, Lindsey, Gary, Ian",Shaun Wallace,2,11000.0,15,12,False,True,52,0
23/04/2018,10.0,"Gemma, Fred, Sam, Steve",Jenny Ryan,4,16000.0,18,12,False,True,6,0
24/04/2018,11.0,"Simon, Eraj, Amanda, Drina",Mark Labbett,3,29000.0,16,12,False,False,0,1
25/04/2018,12.0,"Jill, James, Malcolm, Kat",Shaun Wallace,3,5000.0,13,12,False,True,24,0
26/04/2018,13.0,"Will, Jon, Lauren, Mamta",Paul Sinha,2,9000.0,15,12,False,True,33,0
27/04/2018,14.0,"Kevin, Chris, Philippa, Steph",Anne Hegerty,4,19000.0,17,12,False,True,1,0
30/04/2018,15.0,"Mark, Laura, Eileen, Kyle",Shaun Wallace,3,27000.0,21,12,False,True,4,0
01/05/2018,16.0,"Gareth, Mike, Abigail, Karen",Jenny Ryan,3,60000.0,17,12,False,True,40,0
02/05/2018,17.0,"Colin, Steve, Debbie, Claire",Paul Sinha,3,13000.0,17,12,False,True,20,0
03/05/2018,18.0,"Rebekah, Aled, Lisa, Hussain",Mark Labbett,4,26000.0,11,12,False,True,68,0
04/05/2018,19.0,"Lawrence, Niall, Kellyann, Rodabe",Anne Hegerty,4,18000.0,24,12,False,False,0,4
07/05/2018,20.0,"Dick, Sophie, Louis, Penelope",Paul Sinha,3,60000.0,18,12,False,True,16,0
08/05/2018,21.0,"Darren, Brian, Emily, Jane",Shaun Wallace,2,9000.0,15,12,False,True,7,0
09/05/2018,22.0,"Jonathon, Leon, Lisa, Colin",Jenny Ryan,3,19000.0,22,12,False,False,0,2
10/05/2018,23.0,"Lindsay, Win, Sonali, Paul",Anne Hegerty,2,27000.0,13,12,False,True,43,0
11/05/2018,24.0,"James, Vanessa, Jennifer, Tony",Mark Labbett,3,16000.0,18,12,False,True,30,0
14/05/2018,25.0,"Matt, Christine, Geoff, Diane",Mark Labbett,2,10000.0,13,12,False,True,54,0
15/05/2018,26.0,"Lesley, Scott, Ian, Upasana",Shaun Wallace,4,15000.0,16,12,False,True,15,0
16/05/2018,27.0,"Joan, Luke, Mark, Matthew",Jenny Ryan,2,8000.0,17,12,False,True,11,0
18/05/2018,83.0,"Will, Kate, Harry, Megan",Anne Hegerty,2,46000.0,15,12,False,True,40,0
21/05/2018,29.0,"Claire, Robin, Jackie, Mark",Jenny Ryan,3,18000.0,17,12,False,True,28,0
22/05/2018,30.0,"Liz, Richard, Ash, Jessica",Paul Sinha,3,20000.0,19,12,False,True,20,0
23/05/2018,31.0,"Mike, Chris, Jackie, Hannah",Shaun Wallace,3,7000.0,16,12,False,False,0,4
24/05/2018,32.0,"Ryan, Yvonne, Jess, Robert",Mark Labbett,2,8000.0,16,12,False,True,15,0
25/05/2018,33.0,"John, Seok, Dave, Laura",Anne Hegerty,1,6000.0,15,12,False,True,14,0
04/09/2018,34.0,"Gary, Damon, Sarah, Emma",Jenny Ryan,4,34000.0,15,12,False,True,27,0
05/09/2018,35.0,"Helen, Max, Emma, Jonny",Mark Labbett,3,75000.0,14,12,False,True,27,0
06/09/2018,36.0,"Matt, Julia, Ryan, Margo",Shaun Wallace,3,45000.0,20,12,False,False,0,4
07/09/2018,37.0,"Matt, Sam, Phil, Mikayla",Paul Sinha,2,7000.0,10,12,False,True,53,0
10/09/2018,38.0,"Giles, Michael, Jo, Rasheel",Paul Sinha,1,4000.0,13,12,False,True,63,0
11/09/2018,39.0,"John, Bernie, Layla, Viv",Jenny Ryan,4,16000.0,20,12,False,False,0,5
12/09/2018,40.0,"Will, Jo, Dan, Sharon",Anne Hegerty,4,18000.0,17,12,False,True,26,0
13/09/2018,41.0,"Lee, Angela, Joe, Dionne",Shaun Wallace,2,11000.0,13,12,False,True,52,0
14/09/2018,42.0,"Will, Pat, Laura, Dave",Mark Labbett,2,10000.0,18,12,False,True,2,0
17/09/2018,43.0,"Dan, Gwynneth, Jen, Ian",Jenny Ryan,4,25000.0,20,12,False,True,12,0
18/09/2018,44.0,"Nikki, Jack, Hitali, Wyn",Shaun Wallace,1,6000.0,13,12,False,True,29,0
19/09/2018,45.0,"Jascha, Lynette, Rhiannon, Les",Paul Sinha,3,12000.0,19,12,False,False,0,7
20/09/2018,46.0,"Gabriel, Emma, Laura, Bill",Mark Labbett,4,23000.0,17,12,False,True,36,0
21/09/2018,47.0,"Tony, Mosaic, Charlotte, Darren",Anne Hegerty,1,7000.0,17,12,False,True,20,0
24/09/2018,48.0,"Ramji, Eoin, Lucy, Gemma",Shaun Wallace,1,3000.0,8,12,False,True,39,0
25/09/2018,49.0,"Colin, Gerri, Elena, James",Mark Labbett,3,24000.0,22,12,False,False,0,4
26/09/2018,50.0,"Graham, Abigail, Mark, Tracy",Jenny Ryan,2,13000.0,16,12,False,True,14,0
27/09/2018,51.0,"Eve, Charles, Lara, Malcolm",Anne Hegerty,1,5000.0,15,12,False,True,1,0
28/09/2018,52.0,"Chris, Judith, Heather, Matt",Paul Sinha,1,6000.0,12,12,False,True,34,0
01/10/2018,53.0,"Emma, Rodger, Fiona, Jamal",Paul Sinha,3,21000.0,15,12,False,True,23,0
02/10/2018,54.0,"Michael, Jim, Beth, Jackie",Jenny Ryan,3,13000.0,17,12,False,True,17,0
03/10/2018,55.0,"Allie, Dai, Laura, Vidal",Shaun Wallace,0,4000.0,15,12,False,True,41,0
04/10/2018,56.0,"Christopher, Alastair, Suzy, Jess",Mark Labbett,2,12000.0,16,12,False,True,31,0
05/10/2018,57.0,"Laurence, Tracy, Hayley, Anthony",Anne Hegerty,4,22000.0,19,12,False,False,0,5
08/10/2018,58.0,"Matt, Karen, Becky, Jim",Jenny Ryan,4,21000.0,19,12,False,True,17,0
09/10/2018,59.0,"Rob, Dimitra, Fran, Steve",Anne Hegerty,3,17000.0,12,12,False,True,6,0
10/10/2018,60.0,"Matthew, Sue, Emily, Jonathan",Mark Labbett,2,11000.0,16,12,False,True,11,0
11/10/2018,61.0,"Joanna, Ben, Carolyn, Andy",Shaun Wallace,2,14000.0,13,12,False,False,0,4
12/10/2018,62.0,"James, Carrie, Lucy, Bill",Paul Sinha,1,9000.0,13,12,False,True,49,0
15/10/2018,63.0,"Robert, Vicky, Sara, Michael",Mark Labbett,3,19000.0,17,12,False,True,1,0
16/10/2018,64.0,"Phil, Becky, Jonathan, Teresa",Paul Sinha,2,6000.0,14,12,False,True,34,0
17/10/2018,65.0,"Alan, Dornu, Kelly, Michael",Jenny Ryan,2,13000.0,22,12,False,False,0,7
18/10/2018,66.0,"Caroline, Paul, Gus, Vicky",Anne Hegerty,2,60000.0,14,12,False,True,31,0
19/10/2018,67.0,"Sheila, Neal, Bev, Amjid",Shaun Wallace,2,8000.0,12,12,False,True,26,0
22/10/2018,68.0,"Nathan, Glenda, Jo, Greg",Jenny Ryan,3,11000.0,24,12,False,False,0,8
